"","LatitudeMeasure","LongitudeMeasure","conc"
"52094",36.5404722,-119.3783889,2
"52095",36.5404722,-119.3783889,1.8
"52096",36.7324167,-121.6330833,0.69
"52097",41.4438889,-74.1875,0.75
"52098",41.4566667,-74.5166667,0.424264068712
"52100",42.3543167,-76.4796167,12.2
"52101",35.1889444,-120.5576944,5.6
"52102",35.1889444,-120.5576944,3.8
"52103",34.516,-82.7813611,0.0424264068712
"52104",42.5395667,-83.6276556,0.9
"52105",42.5395667,-83.6276556,0.92
"52106",42.5395667,-83.6276556,0.8
"52107",42.5395667,-83.6276556,0.95
"52108",44.4684167,-111.4514722,0.16
"52109",44.4684167,-111.4514722,0.3
"52110",35.6431083,-115.1957083,0.09
"52111",46.7354167,-116.7011944,0.11
"52112",46.7354167,-116.7011944,0.1
"52113",46.7354167,-116.7011944,0.2
"52114",46.7354167,-116.7011944,0.707106781187
"52115",43.5907778,-111.1194722,1.3
"52116",43.5907778,-111.1194722,1.5
"52117",42.8227778,-71.8458333,0.707106781187
"52118",42.5187889,-71.2421194,0.4
"52119",42.0204028,-71.1227889,0.09
"52120",43.5692068,-112.952325,1.5
"52121",43.5692068,-112.952325,1.4
"52123",34.4501556,-117.3776694,1.4
"52124",34.4501556,-117.3776694,1.9
"52125",34.4501556,-117.3776694,1.1
"52126",34.4501556,-117.3776694,1.6
"52127",44.2951389,-111.4526389,0.47
"52128",44.2951389,-111.4526389,0.42
"52129",44.2951389,-111.4526389,0.6
"52131",44.2951389,-111.4526389,0.5
"52132",44.2951389,-111.4526389,0.707106781187
"52136",44.2951389,-111.4526389,0.636396103068
"52139",44.2951389,-111.4526389,0.4
"52143",34.0129167,-117.0363917,0.1
"52144",34.0129167,-117.0363917,0.11
"52145",34.0129167,-117.0363917,0.707106781187
"52146",34.8798333,-86.6971389,0.05
"52147",40.8289886,-74.3895962,0.82
"52148",40.8289886,-74.3895962,0.93
"52149",40.8289886,-74.3895962,1.6
"52150",34.4501556,-117.3776694,12
"52151",34.4501556,-117.3776694,14
"52152",34.4501556,-117.3776694,13
"52153",34.4501556,-117.3776694,11
"52154",34.429525,-117.3948194,3.2
"52155",34.429525,-117.3948194,4
"52156",34.429525,-117.3948194,3.7
"52157",34.429525,-117.3948194,3.3
"52158",47.4869722,-116.815,0.12
"52159",47.4869722,-116.815,0.183847763109
"52160",47.4869722,-116.815,0.707106781187
"52162",43.5149083,-112.8233263,2.5
"52163",43.4680556,-116.084611,2.9
"52164",39.2611111,-106.3847222,0.07
"52165",39.2611111,-106.3847222,0.1
"52166",39.2611111,-106.3847222,0.13
"52167",39.2611111,-106.3847222,0.06
"52169",39.2611111,-106.3847222,0.11
"52171",39.2611111,-106.3847222,0.05
"52172",39.5661111,-103.7633333,0.2
"52173",39.5661111,-103.7633333,0.3
"52175",39.5661111,-103.7633333,0.282842712475
"52177",39.5661111,-103.7633333,0.14
"52178",39.5661111,-103.7633333,1.41421356237
"52179",39.5661111,-103.7633333,1.34350288425
"52190",39.5661111,-103.7633333,0.707106781187
"52195",34.4352472,-117.3882028,19
"52196",34.4352472,-117.3882028,11
"52198",34.4352472,-117.3882028,20
"52199",34.5012167,-117.2606417,0.707106781187
"52201",39.25,-106.3819444,0.58
"52202",39.25,-106.3819444,0.28
"52203",39.25,-106.3819444,0.15
"52204",39.25,-106.3819444,0.8
"52205",39.25,-106.3819444,0.17
"52207",39.25,-106.3819444,0.91
"52208",39.25,-106.3819444,0.26
"52209",39.2511111,-106.3805556,0.0212132034356
"52211",39.2511111,-106.3805556,0.05
"52213",39.2511111,-106.3805556,0.11
"52214",39.2511111,-106.3805556,0.14
"52215",39.2511111,-106.3805556,0.06
"52217",39.2511111,-106.3805556,0.33
"52218",39.2511111,-106.3805556,0.0707106781187
"52219",39.2511111,-106.3805556,0.0832261570187
"52220",39.2527778,-106.4027778,57.5
"52221",39.2527778,-106.4027778,40.3
"52222",39.2527778,-106.4027778,34.3
"52223",39.2527778,-106.4027778,36.4
"52224",39.2527778,-106.4027778,30
"52225",39.2527778,-106.4027778,35.6
"52226",39.2527778,-106.4027778,23.8
"52227",39.2527778,-106.4027778,41.3
"52229",39.2527778,-106.4027778,35.7
"52230",39.2527778,-106.4027778,32
"52231",39.2527778,-106.4027778,44.9
"52232",39.2527778,-106.4027778,42
"52233",39.2527778,-106.4027778,40.7
"52234",39.2527778,-106.4027778,35.4
"52235",39.2527778,-106.4027778,46.3
"52236",39.2527778,-106.4027778,44.2
"52237",39.2527778,-106.4027778,40.8
"52238",34.5012,-117.260561,0.707106781187
"52239",29.9683333,-97.9025,0.0424264068712
"52240",29.9683333,-97.9025,0.05
"52241",29.9683333,-97.9025,0.06
"52248",29.9683333,-97.9025,0.04
"52249",29.9683333,-97.9025,0.1
"52250",29.9272222,-98.0725,0.19
"52251",29.9272222,-98.0725,0.15
"52253",38.6879167,-121.3851667,2.2
"52254",35.0497778,-106.63525,4.4
"52255",35.0498611,-106.63525,3.3
"52256",35.0693417,-106.6254667,4
"52257",35.0693417,-106.6254667,4.2
"52258",35.0845833,-106.6344444,13.3
"52259",37.4982222,-109.4934167,0.8
"52260",37.4982222,-109.4934167,0.31
"52261",37.4982222,-109.4934167,0.53
"52262",37.4982222,-109.4934167,0.61
"52263",37.4982222,-109.4934167,0.49
"52264",37.4982222,-109.4934167,0.62
"52265",37.4982222,-109.4934167,0.58
"52266",37.4982222,-109.4934167,0.64
"52267",37.4982222,-109.4934167,0.98
"52268",37.4982222,-109.4934167,0.79
"52270",37.4982222,-109.4934167,1.1
"52271",30.6946451,-93.5765618,0.66
"52272",30.3524266,-93.6810002,0.59
"52273",35.1493333,-82.3284167,0.0424264068712
"52274",45.1355222,-122.7355222,1.9
"52278",45.1355222,-122.7355222,2
"52280",29.1160765,-98.683355,1.1
"52281",36.6670278,-121.7513056,1.5
"52282",37.0081111,-121.8089722,3.9
"52283",30.9660234,-93.0365454,0.0424264068712
"52284",45.3844444,-97.1441667,0.85
"52285",45.3541274,-97.1861933,0.0212132034356
"52286",43.0025,-71.7902778,0.707106781187
"52287",33.4914722,-117.05925,1.3
"52288",37.08275,-101.8621111,2.7
"52289",37.08275,-101.8621111,2
"52290",30.1730556,-95.5841667,3.4
"52291",42.8578694,-71.893375,0.707106781187
"52292",42.9286943,-71.8631332,0.707106781187
"52293",42.7805306,-71.8207306,0.707106781187
"52294",45.6872194,-108.6421306,0.59
"52295",45.6872194,-108.6421306,1.1
"52296",45.9881306,-108.1845694,2.6
"52297",45.9881306,-108.1845694,2.8
"52298",42.7975,-71.7483333,0.707106781187
"52299",42.737588,-71.6567378,0.707106781187
"52300",42.9256405,-71.5589582,0.707106781187
"52301",42.9330556,-71.5691667,0.707106781187
"52302",37.5328889,-109.5238056,1
"52303",37.5328889,-109.5238056,0.75
"52304",37.5328889,-109.5238056,1.6
"52305",37.5328889,-109.5238056,3
"52306",37.5328889,-109.5238056,0.88
"52307",37.5328889,-109.5238056,1.5
"52308",37.5328889,-109.5238056,0.74
"52309",37.5328889,-109.5238056,0.86
"52310",37.5328889,-109.5238056,1.7
"52311",37.5328889,-109.5238056,6.7
"52312",42.4014444,-113.93175,1.3
"52314",30.2324314,-97.7927835,0.34
"52315",30.2324314,-97.7927835,0.35
"52316",30.2324314,-97.7927835,0.4
"52317",30.2324314,-97.7927835,1.34350288425
"52318",30.2324314,-97.7927835,0.27
"52320",30.2324314,-97.7927835,0.37
"52323",30.2324314,-97.7927835,0.3
"52324",30.2324314,-97.7927835,1.41421356237
"52327",30.2324314,-97.7927835,0.32
"52328",30.2324314,-97.7927835,0.41
"52330",39.4209167,-79.9818889,1.9
"52331",42.9409182,-71.515068,0.707106781187
"52332",43.0825806,-71.3093,0.707106781187
"52333",43.0161111,-71.3605556,0.707106781187
"52334",43.0827778,-71.305,0.707106781187
"52335",43.0208333,-71.3736111,0.707106781187
"52336",32.0611111,-92.5869444,0.0212132034356
"52337",32.2697222,-92.6672222,0.05
"52338",32.3594444,-92.1183333,0.04
"52339",38.5421889,-106.9302056,0.91
"52340",38.5421889,-106.9302056,0.98
"52341",38.5421889,-106.9302056,1.2
"52342",38.5421889,-106.9302056,1
"52343",38.5421889,-106.9302056,0.9
"52345",38.5421889,-106.9302056,0.707106781187
"52346",35.2795833,-86.0686667,0.22
"52347",40.90325,-124.0901389,0.17
"52349",40.90325,-124.0901389,0.15
"52350",47.1534167,-120.91875,0.81
"52351",34.3230552,-116.2597329,2.7
"52352",34.3230552,-116.2597329,0.64
"52353",34.0771389,-117.28475,3.1
"52354",34.0771389,-117.28475,4.4
"52355",34.0771389,-117.28475,4.9
"52356",34.0771389,-117.28475,3
"52358",34.0771389,-117.28475,4.8
"52359",34.0771389,-117.28475,2.2
"52361",33.5498056,-112.3211389,4.2
"52362",33.5498056,-112.3211389,5.3
"52364",33.5498056,-112.3211389,4.4
"52365",33.5498056,-112.3211389,5.8
"52366",33.5498056,-112.3211389,5
"52367",34.0181389,-117.0553056,0.13
"52368",34.0181389,-117.0553056,0.14
"52369",34.0181389,-117.0553056,0.2
"52370",34.0181389,-117.0553056,0.18
"52373",34.0181389,-117.0553056,0.183847763109
"52377",34.0181389,-117.0553056,0.11
"52378",34.0181389,-117.0553056,0.636396103068
"52379",34.0181389,-117.0553056,0.707106781187
"52380",33.4751667,-112.4621667,2.2
"52381",33.4751667,-112.4621667,3
"52382",33.4751667,-112.4621667,2.6
"52383",33.4751667,-112.4621667,3.4
"52384",33.4751667,-112.4621667,3.6
"52385",33.4751667,-112.4621667,2.8
"52386",35.2786761,-97.4825352,34.8
"52387",35.2786761,-97.4825352,31.9
"52388",35.2786761,-97.4825352,34.4
"52389",35.2786761,-97.4825352,31.6
"52390",35.2786761,-97.4825352,35.6
"52391",35.2786761,-97.4825352,33.9
"52392",35.2786761,-97.4825352,35.4
"52393",35.2786761,-97.4825352,32.5
"52394",40.1436333,-113.9834278,3
"52395",40.0378611,-113.9879722,4.7
"52396",34.1720278,-117.4266056,1.7
"52397",34.1720278,-117.4266056,1.6
"52398",34.1720278,-117.4266056,1.8
"52403",34.8120833,-118.3658056,36.3
"52404",34.8120833,-118.3658056,24.4
"52405",32.3775,-86.1465556,0.04
"52406",32.3775,-86.1465556,0.0424264068712
"52407",32.3775,-86.1465556,0.141421356237
"52408",32.3775,-86.1465556,0.0848528137424
"52409",32.3775,-86.1465556,0.05
"52410",32.3775,-86.1465556,0.183847763109
"52411",32.3775,-86.1465556,1.41421356237
"52412",39.7295,-114.3440556,8.8
"52413",39.6967222,-114.5069722,3.8
"52414",33.4063611,-112.268611,4.6
"52415",45.3928917,-122.5361889,0.66
"52416",45.3928917,-122.5361889,0.81
"52417",45.3928917,-122.5361889,0.8
"52418",45.3928917,-122.5361889,0.6
"52420",45.3928917,-122.5361889,0.61
"52421",45.3928917,-122.5361889,0.707106781187
"52423",44.5405806,-123.2064222,1.2
"52425",44.5405806,-123.2064222,1.5
"52426",44.5405806,-123.2064222,1.1
"52427",44.5405806,-123.2064222,1.3
"52429",43.1460556,-112.5566667,3
"52430",43.1460556,-112.5566667,4.7
"52431",46.5853611,-116.6964722,0.99
"52432",46.5853611,-116.6964722,1.1
"52433",46.5853611,-116.6964722,1
"52434",46.5853611,-116.6964722,0.96
"52438",46.5853611,-116.6964722,0.86
"52440",46.5853611,-116.6964722,0.707106781187
"52443",41.9440833,-104.8766389,2.3
"52445",30.2156667,-97.84725,0.39
"52446",43.8220278,-116.989861,19.1
"52447",43.8220278,-116.989861,18.3
"52448",32.763948,-111.7142931,4.9
"52449",32.763948,-111.7142931,4.4
"52450",37.7824722,-80.8953056,138
"52451",37.7824722,-80.8953056,3
"52452",35.4791315,-114.3434053,14.6
"52453",37.6204722,-80.7919722,5.4
"52454",34.5944281,-114.0600862,0.29
"52455",43.5609722,-112.082361,2.6
"52456",43.5609722,-112.082361,1.4
"52457",39.176115,-94.3982839,0.39
"52458",39.176115,-94.3982839,0.38
"52459",39.176115,-94.3982839,0.2
"52460",39.176115,-94.3982839,0.13
"52461",39.176115,-94.3982839,0.37
"52463",39.176115,-94.3982839,0.707106781187
"52465",37.5016667,-109.5230556,0.41
"52466",37.5016667,-109.5230556,0.707106781187
"52467",37.5016667,-109.5230556,0.46
"52468",37.5016667,-109.5230556,0.54
"52469",37.5016667,-109.5230556,0.45
"52470",37.5016667,-109.5230556,0.49
"52471",37.5016667,-109.5230556,0.38
"52472",37.5016667,-109.5230556,0.55
"52475",37.5016667,-109.5230556,0.4
"52476",37.5016667,-109.5230556,2
"52479",43.4366944,-116.2751389,2.3
"52480",43.4366944,-116.2751389,2.4
"52482",43.4366944,-116.2751389,2.2
"52486",43.722,-112.0039167,0.62
"52487",43.722,-112.0039167,0.6
"52488",43.722,-112.0039167,0.707106781187
"52489",44.0876944,-115.9523333,0.8
"52490",44.0876944,-115.9523333,0.84
"52492",44.0876944,-115.9523333,0.94
"52493",44.0876944,-115.9523333,0.7
"52495",44.0876944,-115.9523333,0.707106781187
"52496",44.0876944,-115.9523333,0.79
"52500",43.5494139,-114.3331528,0.52
"52501",43.5494139,-114.3331528,0.707106781187
"52502",43.5494139,-114.3331528,0.5
"52504",42.6784722,-114.1949444,2.3
"52506",43.6937778,-117.0179444,16.4
"52507",43.6937778,-117.0179444,16.9
"52508",43.6937778,-117.0179444,13.1
"52509",34.2544874,-109.6906556,0.64
"52510",34.2544874,-109.6906556,0.69
"52511",34.2544874,-109.6906556,0.707106781187
"52512",34.7052906,-113.6166021,11.7
"52513",34.7052906,-113.6166021,11.2
"52514",33.3590833,-112.139361,8.8
"52515",34.89447,-110.3256803,0.66
"52516",34.89447,-110.3256803,0.23
"52517",34.1035748,-109.3066699,0.41
"52518",47.6006,-115.7413,2.9
"52520",46.926386,-91.97756,7.35391052434
"52521",45.17803,-93.581386,7.35391052434
"52522",47.6514,-115.743,2.9
"52524",47.553726,-92.28411,7.35391052434
"52525",45.177945,-93.400059,7.35391052434
"52526",47.7054,-115.7974,2.9
"52528",32.86,-91.39,7.07106781187
"52529",38.24802701,-113.10301218,3.53553390593
"52530",47.617,-115.8325,2.9
"52532",36.3288,-93.2295,3.53553390593
"52533",34.1439152,-112.8465705,1.4
"52534",34.1439152,-112.8465705,1.5
"52535",33.4726944,-112.3105278,2.1
"52536",43.0412222,-115.9181944,1.1
"52538",43.0412222,-115.9181944,0.707106781187
"52539",43.4421667,-116.7632222,0.0848528137424
"52540",43.4421667,-116.7632222,0.183847763109
"52541",43.4421667,-116.7632222,0.707106781187
"52542",43.5668056,-116.1342222,0.45
"52543",43.5668056,-116.1342222,0.28
"52544",43.5668056,-116.1342222,0.5
"52545",43.5668056,-116.1342222,0.48
"52546",43.5668056,-116.1342222,0.05
"52549",43.5668056,-116.1342222,0.3
"52550",43.5668056,-116.1342222,0.52
"52551",43.5668056,-116.1342222,0.707106781187
"52558",43.9815833,-111.6483056,0.6
"52559",43.9815833,-111.6483056,0.67
"52560",43.9815833,-111.6483056,0.7
"52561",43.9815833,-111.6483056,0.47
"52563",43.9815833,-111.6483056,0.71
"52566",43.9815833,-111.6483056,0.59
"52568",43.9815833,-111.6483056,0.707106781187
"52572",43.9815833,-111.6483056,0.4
"52574",43.4123611,-111.2902778,0.89
"52575",43.4123611,-111.2902778,0.83
"52576",43.4123611,-111.2902778,2.2
"52577",43.4123611,-111.2902778,0.75
"52578",43.4123611,-111.2902778,0.77
"52579",43.4123611,-111.2902778,0.8
"52582",43.4123611,-111.2902778,0.7
"52583",43.4123611,-111.2902778,0.707106781187
"52587",43.9797222,-111.2765833,1.9
"52588",43.9797222,-111.2765833,2.2
"52589",43.9797222,-111.2765833,2
"52590",43.9797222,-111.2765833,1.8
"52592",43.9797222,-111.2765833,2.4
"52597",43.2195556,-112.3714444,2.5
"52598",43.2195556,-112.3714444,1.7
"52599",43.2195556,-112.3714444,2.6
"52600",43.2195556,-112.3714444,3.1
"52601",43.2195556,-112.3714444,2.4
"52602",43.2195556,-112.3714444,2.8
"52604",43.2195556,-112.3714444,2.7
"52616",43.8173611,-74.9204444,0.424264068712
"52617",43.5209444,-116.6329444,4.7
"52618",43.5209444,-116.6329444,0.46
"52619",43.5209444,-116.6329444,4.1
"52620",42.4896111,-83.7724167,0.29
"52621",43.4168889,-115.9361944,2.3
"52622",43.4168889,-115.9361944,2.4
"52623",43.4168889,-115.9361944,2.1
"52624",43.4793611,-112.0363889,1.5
"52626",44.1268889,-112.4549167,1.2
"52628",44.1521111,-112.3597222,1.1
"52630",43.5975,-103.4886111,1.7
"52631",43.5975,-103.4886111,2
"52632",43.4946389,-116.3964444,26.7
"52633",43.4946389,-116.3964444,21.4
"52634",38.2715134,-76.4077282,7.4
"52635",42.4746389,-83.7841389,0.23
"52636",30.2424231,-92.0612328,2.9
"52637",42.4924167,-83.7745,6
"52638",42.5088056,-83.7721389,0.21
"52639",42.5010833,-83.7750556,0.15
"52640",37.7295833,-80.3628611,0.46
"52641",33.4968889,-111.959611,41
"52642",38.0031944,-80.9541111,1.3
"52643",37.8039722,-80.3766944,0.424264068712
"52644",37.7611667,-80.5084444,0.75
"52645",35.1683351,-113.700774,15.4
"52646",35.1683351,-113.700774,12.7
"52647",37.7742778,-80.892,0.424264068712
"52648",35.7492945,-114.4162169,10.2
"52649",34.5740122,-113.993945,1.9
"52650",34.6885372,-114.0835877,1.2
"52651",35.535353,-114.3517118,2.4
"52652",35.0394758,-114.1756758,5.2
"52653",43.457,-111.9448889,2.2
"52654",43.457,-111.9448889,2.3
"52655",43.9060278,-116.2488056,0.97
"52656",43.9060278,-116.2488056,2.4
"52657",43.6679434,-116.2842883,0.0424264068712
"52658",43.6679434,-116.2842883,0.707106781187
"52659",43.6679434,-116.2842883,0.183847763109
"52661",39.3766472,-118.730975,3
"52662",39.3766472,-118.730975,2.6
"52663",39.3766472,-118.730975,3.1
"52664",39.4754557,-118.863905,15.9
"52665",43.472,-111.4440833,0.71
"52666",43.472,-111.4440833,0.707106781187
"52667",43.472,-111.4440833,0.8
"52669",29.263,-98.2598,0.05
"52670",29.263,-98.2598,0.2
"52671",29.263,-98.2598,0.0848528137424
"52672",42.8628889,-113.0947222,2
"52673",42.8628889,-113.0947222,2.3
"52674",42.8628889,-113.0947222,1.9
"52675",42.8628889,-113.0947222,2.2
"52678",42.8628889,-113.0947222,2.1
"52680",42.8628889,-113.0947222,1.7
"52681",42.7809722,-113.0765,1.7
"52682",42.7809722,-113.0765,1.9
"52683",42.7809722,-113.0765,1.6
"52684",42.7809722,-113.0765,1.8
"52686",42.7809722,-113.0765,2
"52690",42.8088333,-112.8095,6.3
"52691",42.8088333,-112.8095,7.3
"52692",43.5549333,-103.4763389,24.4
"52693",43.5549333,-103.4763389,29.3
"52694",43.5549333,-103.4763389,25.9
"52696",43.7286111,-116.5805833,5.2
"52697",43.7286111,-116.5805833,4.7
"52698",47.3784722,-116.8370278,0.18
"52699",47.3784722,-116.8370278,0.707106781187
"52700",47.3784722,-116.8370278,0.3
"52702",29.8477248,-97.4636057,0.08
"52703",43.8039722,-115.1249167,2
"52704",43.8039722,-115.1249167,2.1
"52705",43.8039722,-115.1249167,1.8
"52706",43.8785,-112.315611,2.9
"52707",43.8785,-112.315611,3.1
"52708",43.8785,-112.315611,3.2
"52709",43.8785,-112.315611,2.7
"52710",43.8785,-112.315611,3
"52711",43.8785,-112.315611,2.6
"52712",43.8785,-112.315611,2.8
"52716",44.0137222,-112.4977778,8.8
"52717",44.0137222,-112.4977778,8.5
"52718",42.9911389,-112.9931389,2.4
"52720",43.8339722,-112.5263333,6.8
"52721",43.8339722,-112.5263333,5.9
"52722",43.4456667,-116.3326389,1.7
"52723",43.4456667,-116.3326389,2.1
"52724",42.9911667,-112.9423333,2.1
"52726",42.9959444,-112.8857778,1.8
"52727",42.9959444,-112.8857778,2.4
"52728",33.4837416,-111.96304,16
"52729",33.3911944,-112.71238,14
"52730",39.2544444,-106.3788889,0.41
"52731",39.2544444,-106.3788889,0.15
"52732",39.2544444,-106.3788889,0.45
"52733",39.2544444,-106.3788889,0.16
"52734",39.2544444,-106.3788889,0.47
"52735",39.2544444,-106.3788889,0.37
"52736",34.0442692,-117.0476426,0.08
"52737",34.0442692,-117.0476426,0.8
"52738",34.0442692,-117.0476426,0.141421356237
"52740",34.0442692,-117.0476426,0.4
"52741",34.0442692,-117.0476426,0.2
"52742",44.5139722,-113.8391389,0.5
"52743",44.5139722,-113.8391389,0.52
"52744",46.2274167,-116.7548333,0.27
"52745",46.2274167,-116.7548333,0.3
"52746",46.2274167,-116.7548333,0.707106781187
"52748",47.1964722,-120.7737222,0.14
"52749",43.1544444,-115.7200278,3.1
"52752",40.6157773,-112.2949475,1.4
"52753",40.6157773,-112.2949475,1.5
"52754",40.6685528,-111.9828139,13.4
"52755",40.6685528,-111.9828139,13.6
"52756",40.6685528,-111.9828139,12.9
"52757",40.6685528,-111.9828139,13
"52758",40.6685528,-111.9828139,13.9
"52759",40.6685528,-111.9828139,13.1
"52760",35.3205556,-97.5338889,35.3
"52761",35.3205556,-97.5338889,37.7
"52762",36.7806806,-120.3722028,8.8
"52763",36.7806806,-120.3722028,9.5
"52764",37.0172806,-120.8999278,7.3
"52765",37.0172806,-120.8999278,9.7
"52766",28.08125,-82.5864722,0.34
"52767",28.08125,-82.5864722,0.3
"52768",36.0960389,-101.6590306,1.6
"52769",36.36275,-100.9077194,3.5
"52770",36.7806806,-120.3722028,16.1
"52771",36.7806806,-120.3722028,18.1
"52772",33.3870833,-112.1343056,45.6
"52773",42.9151667,-112.4952222,1.9
"52774",42.9151667,-112.4952222,2.1
"52775",42.9151667,-112.4952222,1.8
"52776",42.9151667,-112.4952222,0.8
"52778",42.9151667,-112.4952222,2
"52783",42.9151667,-112.4952222,1.5
"52784",47.0096944,-122.7471694,0.06
"52785",47.0096944,-122.7471694,0.09
"52787",47.0096944,-122.7471694,0.141421356237
"52789",47.0096944,-122.7471694,0.2
"52790",47.0096944,-122.7471694,0.0848528137424
"52791",35.5436111,-98.6775,18.2
"52792",35.5436111,-98.6775,17.5
"52793",39.5171747,-112.3299443,3
"52794",36.3948389,-102.6307111,4.5
"52795",32.6165972,-117.059411,5.3
"52796",32.6165972,-117.059411,9.2
"52797",34.8728611,-86.5092222,0.05
"52798",33.9609,-83.9943389,0.0212132034356
"52799",34.6766389,-87.5357778,0.2
"52800",39.2547222,-106.3797222,0.19
"52801",39.2547222,-106.3797222,0.71
"52802",39.2547222,-106.3797222,0.21
"52803",39.2547222,-106.3797222,0.34
"52805",39.2547222,-106.3797222,0.59
"52806",39.2547222,-106.3797222,0.16
"52807",39.2547222,-106.3797222,0.22
"52808",39.2533333,-106.3991667,643
"52809",39.2533333,-106.3991667,603
"52810",39.2533333,-106.3991667,1050
"52811",39.2533333,-106.3991667,1080
"52812",39.2533333,-106.3991667,585
"52813",39.2533333,-106.3991667,751
"52814",39.2533333,-106.3991667,750
"52815",39.2533333,-106.3991667,0.0197989898732
"52816",39.2533333,-106.3991667,56.5
"52817",39.2533333,-106.3991667,55.1
"52818",39.2533333,-106.3991667,111
"52820",39.2533333,-106.3991667,744
"52821",39.2533333,-106.3991667,677
"52822",39.2533333,-106.3991667,827
"52823",39.2533333,-106.3991667,767
"52824",39.2533333,-106.3991667,732
"52825",39.2533333,-106.3991667,779
"52826",39.2533333,-106.3991667,755
"52827",39.2533333,-106.3991667,701
"52828",39.2516667,-106.3811111,0.04
"52829",39.2516667,-106.3811111,0.06
"52830",39.2516667,-106.3811111,0.07
"52831",39.2516667,-106.3811111,0.73
"52832",39.2516667,-106.3811111,0.14
"52833",39.2516667,-106.3811111,0.66
"52834",39.2563889,-106.3811111,0.28
"52835",39.2563889,-106.3811111,0.16
"52836",39.2563889,-106.3811111,0.39
"52837",39.2563889,-106.3811111,0.45
"52838",34.5916667,-86.3604722,0.09
"52839",34.6983676,-87.2866865,0.07
"52840",34.6909444,-87.3556667,0.39
"52841",35.1190556,-86.2018333,0.11
"52842",34.78,-112.0221667,20.9
"52843",34.78,-112.0221667,21.3
"52844",34.78,-112.0221667,22.8
"52845",34.78,-112.0221667,21.8
"52846",38.0588889,-100.59075,4.2
"52847",38.0588889,-100.59075,4.3
"52848",38.4028333,-122.5208889,2.3
"52849",33.0088889,-117.2621667,0.84
"52850",33.0088889,-117.2621667,1.2
"52851",33.0088889,-117.2621667,1
"52852",34.0128611,-118.307611,0.14
"52853",38.2291111,-122.3415278,4.2
"52854",45.4783145,-122.5175605,0.78
"52855",45.4783145,-122.5175605,0.88
"52856",45.4783145,-122.5175605,0.9
"52857",45.4783145,-122.5175605,0.81
"52858",45.4783145,-122.5175605,1
"52859",45.4783145,-122.5175605,0.89
"52860",33.2260306,-116.3483167,2.5
"52861",40.7526944,-73.8144722,0.197989898732
"52862",40.7526944,-73.8144722,0.29
"52863",40.7526944,-73.8144722,0.66
"52864",34.5226944,-118.0462222,1.9
"52865",41.0861667,-87.3783889,0.31
"52866",41.0861667,-87.3783889,0.707106781187
"52867",35.0135556,-117.7396389,79.9
"52868",34.7829444,-118.2813333,8.6
"52869",34.4456944,-117.8491389,0.09
"52870",33.5028071,-117.0233599,8
"52871",40.9951111,-87.5613333,0.11
"52872",33.4798889,-117.101611,0.97
"52873",38.8363056,-122.8902778,0.0212132034356
"52874",38.44175,-122.537861,0.59
"52875",35.4600583,-79.2482722,0.95
"52876",35.5031944,-79.2891194,0.58
"52877",33.5910356,-114.8554781,27
"52878",38.5338056,-122.825,43.6
"52879",34.7633155,-118.157851,15.3
"52880",34.7633155,-118.157851,13
"52881",34.7633155,-118.157851,13.9
"52882",33.4945278,-117.0326944,0.99
"52883",39.2472222,-106.3902778,2.41
"52884",39.2472222,-106.3902778,9.13
"52885",36.0068056,-120.9182222,1.3
"52886",36.5853889,-121.6352222,0.15
"52887",48.2847778,-116.9465278,4
"52888",48.2847778,-116.9465278,4.2
"52889",46.0387222,-116.327,0.18
"52890",46.0387222,-116.327,0.17
"52891",46.0387222,-116.327,0.2
"52892",46.0387222,-116.327,0.15
"52893",46.0387222,-116.327,0.14
"52895",44.0040278,-116.827861,0.0424264068712
"52896",44.0040278,-116.827861,0.183847763109
"52897",44.0040278,-116.827861,0.707106781187
"52899",42.5794167,-114.3559444,8
"52900",42.5794167,-114.3559444,7.8
"52901",44.2844722,-116.9941944,19.9
"52902",44.2844722,-116.9941944,18.6
"52903",42.6038333,-113.699111,4.7
"52904",42.6038333,-113.699111,5.1
"52906",42.6038333,-113.699111,4.2
"52907",42.6038333,-113.699111,4.6
"52908",42.6038333,-113.699111,4.5
"52910",43.5088611,-74.9035,0.424264068712
"52911",30.3616667,-92.5105556,0.34
"52912",42.5197222,-74.0052778,0.424264068712
"52913",39.6108333,-103.8916667,0.37
"52914",40.6280556,-112.5033333,4.4
"52916",40.6280556,-112.5033333,5.4
"52917",40.5899417,-111.8580472,0.76
"52918",40.5899417,-111.8580472,0.89
"52919",40.5899417,-111.8580472,1
"52920",40.5899417,-111.8580472,0.64
"52922",40.5899417,-111.8580472,1.3
"52923",40.5899417,-111.8580472,0.707106781187
"52924",40.6077444,-111.8619333,1.6
"52926",40.6077444,-111.8619333,1.5
"52927",40.6077444,-111.8619333,1.4
"52928",40.6077444,-111.8619333,1.7
"52930",41.143,-111.9882778,1.7
"52931",40.3252351,-110.0554292,0.3
"52932",30.1693744,-92.9293158,0.82
"52933",47.0201,-122.8123778,0.09
"52934",47.0201,-122.8123778,0.11
"52936",47.0201,-122.8123778,0.141421356237
"52938",47.0201,-122.8123778,0.2
"52940",32.2766667,-93.1025,0.0212132034356
"52941",36.3931944,-121.3648333,0.83
"52942",40.5281667,-75.0911389,3.3
"52943",38.4761667,-122.389361,3.6
"52944",39.8496768,-111.839379,0.19
